V1,V2,V3,V4,V5,V6,V7
0.36,0.26,0.29,0.65,6.16,2.08,0.47
1.02,6.82,4.57,2.49,0.78,3.37,0.47
1.49,0.9,8.61,1.96,0.18,8.32,0.94
0,0.11,0.97,6.03,1.83,0.04,0.37
0.13,0.34,2.46,1.65,7.73,7,0.16
1.28,4.43,4.14,2.1,0.38,0.69,1.95
5.74,3.06,0.04,0.3,2.17,3.34,0.52
0.7,3.16,2.92,2.57,7.09,7.4,5.2
2.59,1.09,1.74,1.79,2.79,4.1,3.65
18.42,1.26,0.78,0.21,0.82,1.1,1.83
0.64,0.29,0.78,1.13,1.68,1.66,9.46
11.66,7.99,2.52,1.7,4.04,0.84,0.27
1.23,0.72,3.23,2.35,6.19,0.27,2.12
4.31,1.73,2.74,6.74,3.33,1.16,0.14
1.93,8.91,0.52,2.86,9.6,9.53,1.22
3.65,4.1,0.88,1.29,1.38,11.59,0.33
0.29,0.21,1.22,2.4,3.16,4.35,1.15
2.52,1.62,4.17,1.37,1.02,2.11,2.5
1.54,0.77,2.25,3.73,9.02,5.52,4.63
10.96,9.53,2,3.71,5.34,5.11,0.84
1.55,3.09,2.15,6.1,7.39,1.39,1.2
0.37,0.42,2.89,5.14,1.54,0.45,9.96
3.44,6.44,0.08,0.39,0.02,0.2,0.69
0.93,0.28,2.14,1.26,2.23,4.41,1.2
0.51,1.25,0.94,1.2,0.62,7.46,3.88
1.83,1.61,0.44,1.82,2.42,0.19,0.15
3.62,4.66,6.85,1.58,0.1,0.03,0.91
1.71,5.1,4.47,2.18,3.51,4.9,2.04
1.09,3.97,0.89,3.33,4.93,0.58,2.55
2.06,2.53,5.43,1.17,1.65,4.16,3.4
2.06,10.85,1.07,0.86,5.43,1.71,0.85
5.92,5.22,4.19,1.9,0.55,1.22,1.25
5.21,1.13,0.15,0.11,0.36,2.05,11.74
6.33,2.52,1.54,1.09,0.2,0.05,0.25
0.24,0.56,3.79,4.72,4.86,5.3,2.94
2.81,5.76,11.03,12.56,1.82,1.39,0.93
0.44,0.25,0.92,0.24,0.91,1.06,2.31
5.2,1.87,3.57,2.45,0.64,0.65,1.14
7.44,3.44,1.85,9.16,4.99,2.35,1.7
1.92,0.69,0.55,1.47,5.79,2.17,0.85
1.9,0.66,2.82,1.44,1.12,2.39,1.03
0.79,0.42,0.94,1.92,0.87,0.98,1.31
1.33,1.33,0.63,1.52,3.03,1.53,1.37
3.3,2.93,0.73,1.32,2.2,2.37,3.41
0.36,0.75,0.96,1.07,2.81,2.11,2.14
4.58,1.65,2.25,9.46,1.43,0.48,1.16
2.14,5.3,2.33,1.39,2.15,0.26,0.7
0.84,1.74,6.32,2.09,1.21,1.25,0.54
1.23,2.4,2.98,2.48,0.62,0.56,0.9
0.34,2.07,1.9,1.27,2.54,1.93,0.21
2.28,1.13,6.4,10.36,1.02,0.82,2.25
0.57,0.16,0.5,0.82,0.99,0.58,0.62
0.52,0.03,0.36,0.14,0.8,3.57,0.11
3.82,1.8,0.39,1.89,6.86,1.47,1.13
0.77,0.75,0.06,5.75,9.41,0.16,0.38
1.31,1.11,0.2,0.88,0.87,0.76,0.05
0.02,0.5,0.07,0.57,2.15,1.2,0.17
6.41,9.09,4.61,2.66,3.11,5.15,0.38
0.13,2.92,2.36,3.02,3.04,3.81,0.95
1.21,1.89,2.23,0.3,1.04,3.25,5.58
5.11,1.21,2.77,1.07,1.92,9.41,6.57
0.66,0.36,0.17,5.07,1.68,2.72,0.83
1.69,11.21,1.41,0.28,1.09,4.01,3.97
8.11,4.01,4.48,0.94,0.13,0.16,0.74
0.46,0.38,2.28,5.65,2.33,0.3,0.03
1.54,1.35,6.78,6.7,4.49,1.1,0.16
0.98,0.33,1.96,6.41,1.89,7.59,0.8
1.62,3.47,2.25,6.99,2.25,7.24,4.35
0.37,0.83,5.92,4.23,0.77,6.94,4.2
3.23,5.12,11.19,5.22,3.5,1.74,1.43
13.7,12.63,0.56,0,0.09,2.01,0.39
2.17,2.59,1.79,6.58,2.74,4.85,1.11
1.78,0.96,0.04,0.53,0.32,0.95,1.02
0.76,0.38,0.41,2.72,0.63,2.86,1.52
3.56,0.25,3.97,6.54,4.62,2.79,5.09
1.14,1.08,1.02,1.56,2.58,1.39,5.29
12.32,0.18,1.09,6.57,14.62,4.9,0.23
1.39,6.2,5.69,3.89,5.02,3.42,3
1.89,1.59,7.56,0.77,3.7,1.65,0.74
2.64,6.94,1.99,0.56,8.12,2.07,10.09
1.87,2.32,3.2,1.51,0.72,6.19,4.7
1.03,0.83,3.22,1.87,4.98,6.85,2.51
1.57,4.53,4.65,6.02,1.09,0.18,0.06
0,0.04,2.77,6.18,1.89,0.82,1.95
0.71,2.23,6.12,6.49,5.92,6.45,5.76
2.43,1.04,1.08,0.54,0.33,0.31,0.59
0.25,3.4,4.79,4.38,3.06,0.68,3.72
1.61,0.75,0.71,2.47,2,10.03,2.44
6.79,3.12,2.76,2.64,1.57,4.85,1.9
4.15,1.05,5.83,0.77,7.88,2.81,4.32
1.64,3.26,5.6,4.15,0.97,3.41,2.97
5.11,2.09,1.13,7.07,2.66,2.62,1.97
1.07,0.78,5.13,5.79,1.37,3.44,2.59
0.91,0.83,0.5,0.79,0.78,1.26,2.48
1.93,6.82,2.99,2.22,1.14,0.8,2.44
2.13,3.06,0.35,3.46,2.91,0.62,1.07
0.83,0.8,1.15,2.93,3.97,1.17,1.14
0.71,1.65,7.41,2.99,1.74,5.69,1.56
0.81,0.87,0.29,1.6,8.99,8.39,0.64
1.9,6.2,2.3,2.32,2.8,5.18,4.8
2.02,1.4,2.13,3.85,0.82,4.78,5.41
0.47,6.84,3.92,0.37,0.14,4.67,6.58
2.4,0.72,0.28,2.19,1.61,1.15,6.56
5.86,1.89,0.12,3.67,1.27,0.73,0.77
5,4.7,0.78,0.12,0.63,6.43,1.69
0.43,1.1,1.17,0.14,0.54,0.99,1.45
2.76,1.17,0.47,0.81,10.02,4.65,1.13
0.25,0.03,0.1,0.07,0.13,1.2,0.2
0.16,2.68,3.35,0.15,0.25,1.61,1.27
1.47,1.76,0.79,1.09,0.59,1.18,2.42
1.72,0.7,0.71,3.4,0.78,1.94,3
1.54,0.91,0.84,1.14,0.26,0.71,1.19
0.07,0.6,1.67,4.26,0.41,0.62,0.92
1.27,2.69,2.41,6.03,1.78,0.16,1.75
6.01,14.03,7.73,1.82,0.72,0.04,0.29
0.32,0.05,1.79,5.21,0.45,1.04,3.31
1.47,6.59,1.34,0.03,0.67,0.95,2.21
4.01,0.57,1.01,1.14,2.46,0.94,1.64
6.62,1.54,1.2,2.68,2.55,7.46,0.47
2.77,2.17,2.47,7.01,0.81,0.02,2.11
1.05,7.13,1.29,1.16,2.21,0.19,0.6
0.37,7.26,6.57,1.36,2.66,5.31,1.37
0.93,1.18,1.42,2.12,5.96,4.3,3.95
3.39,7.45,4.18,5.75,2.05,2.21,1.21
3.17,1.43,0.5,0.31,0.03,0.08,0.46
0.06,1.21,11.95,0.64,2.01,0.48,4.93
0.15,2.52,1.28,0.54,3.39,2.24,1.07
11.74,0.46,3.25,1.98,6.1,6.26,2.17
1.48,1.4,0.42,0.83,2.54,3.94,5
4.72,4.46,1.36,1.06,1.06,3.78,3.14
1.92,3.77,1.9,1.2,1.34,1.98,0.3
5.44,12.05,2.13,0.79,3.99,0.2,0.66
1.12,3.44,8.62,0.86,7.94,1.57,1.63
5.49,2.61,2.69,3.16,1.2,3.96,5.44
0.81,2.99,0.38,2.23,1.29,0.47,1.98
4.89,1.82,1.21,0.34,1.55,5.16,0.74
3.28,1.19,1.33,7.85,1.19,0.86,5.45
1.2,2.18,6.54,2.56,2.4,3.06,4.05
2.28,1.11,3.54,1.12,0.48,0.4,0.13
2.67,1.08,1.83,2.78,4.7,4.07,4.26
2.33,1.26,0.84,2.61,0.91,2.23,4.48
0.41,5.13,1.65,0.5,0.76,0.15,0.45
2.82,6.57,1.16,2.28,4.7,14.15,1.46
0.6,0.45,3.14,15.86,2.12,2.6,1.58
5.24,1.41,0.53,0.71,1.88,2.06,2.83
0.78,4.58,1.36,3.02,9.3,1,1.18
3.26,0.68,2.89,1.11,3.15,2.1,2.87
3.29,2.86,0.75,2.82,4.47,1.5,1.14
5.09,2.1,3.06,0.62,5.79,4.37,6.58
1.24,5.87,2.49,0.9,2.7,3.16,0.9
1.5,1.19,0.24,3.33,12.28,3.23,1.71
1.58,0.58,0.45,0.37,0.2,0.13,1.14
6.52,2.42,2.79,1.05,2.09,4.54,4.33
2.24,3.77,0.4,5.31,0.53,1.38,0.52
3.2,1.08,3.43,11.82,2.39,0.72,4.86
2.53,5.02,5.32,0.44,0.44,0.6,0.76
0.36,5.23,3.99,1.23,3.38,1.4,0.41
0.31,0.68,10.42,10.19,2.4,0.17,0.01
0.09,0.11,0.15,1.86,2.09,1,1.92
1.12,2.4,2.2,1.24,1.95,0.17,0.02
0.2,0.93,0.18,5.66,5.97,1.89,2.94
5.7,0.9,2.44,4.6,0.33,1.37,3.62
1.27,0.14,0,0.01,0.39,0.17,0.05
0.33,5.14,6.42,1.07,1.39,1.62,6.54
1.03,1.39,0.16,0.26,0.36,0.6,2.6
3.26,3.67,4.08,1.01,1.1,2.29,0.5
0.12,0.22,0.08,0.22,0.19,0.05,1.31
3.71,5.19,8.11,2.3,3.02,0.49,2.2
1.06,1.99,0.8,2.55,5.7,0.38,0.3
2.95,0.37,2.43,5.47,3.25,0.92,0.12
4.45,2.47,7.38,8.01,5.33,5.34,3.61
1.63,0.81,1.04,2.73,4.52,2.42,1.01
1.42,1.74,0.15,0.77,0.96,1.86,2.07
6.39,3.75,2.52,7.79,7.73,8.36,7.24
1.2,2.51,4.19,6.51,4.45,1.74,5.55
4.34,2.22,2.36,0.96,0.72,0.25,1.09
1.63,2.1,2.68,10.27,0.97,0.9,1.28
8.75,10.4,5.46,2.44,1.31,1.75,2.25
3.19,4.56,4.25,5.01,3.43,1.38,0.3
4.67,6.26,5.49,3.06,3.7,0.71,5.76
3.31,0.29,0.64,1.4,1.42,1.08,2.65
1.33,1.62,2.65,6.72,4.31,3.32,0.6
2.55,0.68,1.85,4.86,1.98,1.54,4.89
1.76,2.39,1.01,5.04,0.7,0.42,2.96
1.96,6.84,6.92,0.84,5.69,9.82,3.09
1.37,1.36,0.9,0.59,2.5,11.37,1.72
1.57,0.38,2.8,4.21,0.43,0.76,1.03
1.21,3.5,0.63,0.95,0.18,0.69,4.41
13.37,8.68,0.7,0.53,0.99,3.09,6.24
1.25,0.55,0.2,3.14,6.61,1.58,1.54
1.92,2.88,12.2,6.87,0.98,2.23,1.68
0.58,2.84,3.42,0.44,0.4,0.61,0.51
4.17,0.86,0.73,0.21,0.14,0.43,3.89
5.63,2.05,1.83,0.24,2.93,2.63,4
0.44,2.55,6.32,5.77,0.8,3.17,1.71
1.74,1.25,15.89,1.84,0.45,9.94,2.8
1.63,1.8,2.13,1.71,2.37,0.86,1.19
1.32,2.16,2.52,3.92,0.57,4.88,11.17
6.69,1.55,0.63,6.69,2.87,1.24,0.33
0.17,0.64,2.52,1.71,2.12,1.22,0.27
1.38,0.69,0.42,0.4,1.47,4.12,0.22
1.23,6.75,1.79,0.2,0.05,0.49,0.85
4.62,0.77,0.89,0.63,4.82,7.93,0.71
0.34,0.64,0.92,3.57,1.27,0.76,0.25
1.33,0.72,0.81,1.9,2.37,0.32,0.87
1.17,1.43,1.58,3.6,1.4,0.9,0.46
1.11,1.1,1.16,3.05,2.09,0.49,2.74
0.64,3.82,1.54,6.71,0.16,1.35,2.17
13.15,1.68,2.18,9.32,1.73,5.19,15.27
2.23,0.29,0.03,0.61,0.02,0.17,0.08
0.41,0.17,0.77,1.56,3.65,2.93,3.6
8.14,4.22,2.29,3.98,1.91,0.99,0.28
0.01,3.2,2.04,0.34,0.11,0.09,2.2
3.5,5.32,0.43,0.15,0.47,2.14,4.03
3.36,0.25,0.02,0.01,0.16,9.39,2.44
1.45,1.18,7.41,5.44,2.37,0.69,0.91
1.58,3.28,10.16,3.69,4.9,2.11,2.28
1.03,0.73,1.74,2.59,1.49,1.6,1.02
1.26,0.3,1.62,1.43,1.6,2.98,3.21
4.01,7.41,0.85,2.53,1.46,1.82,0.22
5.9,1.86,3,4.63,2.41,5.07,1.7
1.48,2.64,4.17,0.3,1.08,5.02,6.03
4.28,0.96,2.13,3.06,1.47,2.41,3.21
4.35,2.36,7.87,6.76,9.86,4.5,1.59
0.73,2.79,1.17,2.07,1.14,3.08,4.66
0.21,1.21,2.45,1.64,1.16,3.27,0.99
0.61,0.46,1.65,4.35,1.91,1.67,0.25
0.21,0.9,4.23,6.13,14.86,7.16,2.66
1.13,3.25,9.82,4.66,3.96,1.07,2.95
6.09,4.93,1.12,4.92,5.48,3.48,1.55
0.47,1.21,1.42,0.72,0.68,2.4,2.66
7.79,4.79,2.47,0.91,0.36,0.24,0.97
0.95,1.66,0.97,1.12,1.61,3.05,7.15
3.72,4.38,1.88,4.36,1.09,0.25,0.05
0.22,1.52,0.31,0.3,1.82,2.76,1.52
0.1,8.79,1.04,2.72,0.63,7.92,9.71
3.09,1.39,2.85,3.49,1.08,2.67,1.27
0.14,1.37,6.08,2.14,7.29,0.65,0.67
0.12,0.59,3.7,1.74,6.72,2.3,11.34
0.68,1.1,2.28,2.69,1.33,3.17,0.2
0.02,0.2,0.17,0.43,1.09,0.43,0.87
6.04,8.02,5.62,8.32,6.67,4.23,0.81
0.24,1.96,1.36,2.17,2.69,1.43,0.55
1.31,1.34,3.83,5.05,10.14,0.61,1.36
2.32,0.66,3.89,13.38,0.21,0.45,6.91
1.53,1.57,4.33,8.56,1.32,0.51,0.11
0.53,1.03,4.28,4.3,1.37,0.34,1.79
5.36,2.29,1.14,1.94,6.09,0.6,0.55
1.19,1.93,0.32,5.32,11.47,1.67,3.2
0.33,1.08,8.35,4.57,3.23,1.01,4.41
1.97,2.51,1.61,1.53,1.23,1.23,1.08
2.91,1.72,3.23,2.1,1.97,1.71,0.64
0.96,3.44,6.55,1.27,1.74,2.43,0.47
7.97,4.57,4.63,1.57,1.14,1.58,11.73
3.16,3.88,2.77,2.36,1.56,1.59,0.82
0.53,0.24,0.53,4.07,0.43,0.21,1.99
4.67,2.33,1.11,0.29,0.08,2.04,2.16
0.58,4.12,4.4,0.08,5.42,9.68,0.77
0.47,0.23,0.09,1.03,4.08,1.55,2.17
2.84,13.58,0.49,1.24,1.16,2.67,2.88
0.37,0.05,0.02,0.32,1.02,2.43,2.93
2.27,4.28,0.89,0.8,2.88,1.79,3.43
1.63,1.72,1.96,0.06,1.07,2.76,5.85
1.67,6.95,3.66,11.59,4.25,0.82,1.94
3.38,0.05,0.37,0.17,1.73,8.44,2.04
7.42,0.43,0.01,0.29,0.83,0.43,3.44
6.38,6.71,2.47,0.6,0.26,0.37,3.3
3.09,3.27,3.27,1.41,2.38,2.55,0.4
5.18,2.3,0.5,6.4,3.8,1.61,14.69
8.54,1.29,6.47,3.81,8.85,0.96,0.14
0.6,2.6,2.9,3.88,1.84,1.22,1.04
1.2,1.61,4.02,1.5,1.01,5.39,0.64
0.94,1.63,1.77,5.21,4.4,4.49,1.99
4.76,4.47,1.49,1.18,2.05,4.81,12.29
3.83,3.7,2.62,6.04,1.36,3.1,0.3
0.07,0.58,1.62,0.82,0.03,2.89,6.96
2.58,1.35,4.12,6.17,6.73,1.48,0.47
5.63,2.79,3.36,1.29,0.33,0.15,0
2.78,0.18,0.85,2.59,2.58,0.41,0.08
1.01,1.24,2.26,4.04,1.75,3.47,2.14
3.42,6.06,4.21,2.13,2.04,3.68,3.74
3.86,1.08,0.67,0.86,3.23,0.23,2.61
6.26,3.52,0.84,2.59,3.01,6.95,1.05
1.55,2.54,4.8,5.75,2.3,5.12,0.51
4.04,8.94,2.03,2.06,3.25,4.55,3.36
0.66,4.9,1.03,0.01,0.28,0.21,0.68
0.61,3.02,5.35,5.54,3.89,2.37,1.6
1.52,2.53,5.14,1.86,4.32,1.05,1.52
0.39,0.63,5.62,5.7,0.88,3.08,8.84
7.76,1.45,3.97,0.48,0.31,2.51,2.98
6.86,0.94,1.47,0.99,0.27,1.54,1.8
3.96,10.07,1.52,3.89,1.96,0.17,0.96
0.31,0.11,0.78,0.04,1.22,0.53,0.01
0.17,1.33,4.09,4.95,2.9,2.88,1.46
6.76,2.25,3.07,0.11,0.22,0.46,0.11
0.94,7.41,8.26,4.56,4.4,2.04,1.4
0.72,0.13,3.15,14.64,1.94,0.1,3.13
2.91,1.14,1.48,2.07,1.21,0.28,0.32
3.61,5.54,0.6,0.26,0.6,1.36,5.22
5,2.37,1.19,1.99,1.07,0.37,0.69
4.19,6.3,2,1.47,2.92,1.06,2.47
2.81,2.94,2.07,1.28,0.41,0.19,0.05
0.95,0.16,2.11,2.44,2.35,3.83,0.75
0.79,1.69,1.62,7.35,2.28,9.94,6.97
0.94,1.73,1.54,3.5,2.67,1.4,4.21
1.08,4.39,2.03,0.93,1.57,3.13,12.07
2.09,0.58,2.61,5.05,0.68,0.3,0.11
0.29,0.46,1.72,3.24,1.52,1.79,1.86
0.96,1.21,1.71,2.65,1.25,0.2,1.91
0.65,5.22,4.14,0.77,0.14,0.8,3.26
5.53,10.36,6.1,3.36,1.22,2.76,1.38
0.82,0.34,0.74,2.29,1.27,6.98,0.1
0.26,0.59,0.81,4.14,0.37,2.57,0.23
0.6,0.27,1.53,7.93,0.47,2.9,7.77
1.4,9.16,2.35,0.53,2,4.9,3.78
1.56,1.1,0.49,5.99,7.97,1.49,0.24
0.08,0.27,0.1,0.19,0.32,0.14,0.14
0.04,0.35,0.39,0.29,2.74,14.22,4.66
0.11,0.03,0.73,5.89,0.3,0.1,0.55
0.14,0.7,0.85,3.21,3.6,0.42,2.41
5.66,3.32,2.33,0.46,0.15,0.05,0.18
0.91,0.52,0.8,0.94,2.29,0.31,0.87
0.8,1.33,2.39,2.84,0.27,1.22,0.84
3.15,2.13,2.19,0.45,1.37,8.12,5.06
1.93,1.44,2.13,5.45,10.15,3.13,1.95
1.57,0.43,0.4,8.16,5.41,2.92,2.82
11.09,2.9,5.35,2.03,3.38,2.22,1.72
2.64,2.07,3.22,0.21,0.47,0.49,0.95
1.1,2.13,1.55,3.28,0.45,0.59,2.42
1.41,2.21,1.6,0.62,4.17,1.34,1.45
4.1,1.87,1.09,2.1,1.45,4.26,6.6
8.96,2.33,1.25,5.96,9.28,1.08,3.77
5.41,1.05,0.68,0,2.44,3.96,4.07
7.99,1.36,0.69,0.42,1.44,2.7,0.58
2.83,1.98,2.32,6,1.29,1.42,1.06
1.34,0.29,0.18,3.33,5.38,1.19,10.97
7.44,4.64,1.8,0.7,2.56,9.94,1.91
5.63,2.79,1.15,2.4,0.97,4.92,4.18
4.73,0.47,0.48,2.42,15.81,1.15,2.58
0.78,0.82,1.4,0.26,11.04,4.68,6.79
2.37,2.1,0.82,0.98,5.02,1.74,0.31
0.29,1.67,2.13,3.29,0.26,0.35,0.03
0.74,0.27,0.07,0.76,2.77,2.43,2.24
1.52,5.27,3.05,4.33,0.24,4.52,0.79
3.33,1.97,0.67,0.76,3.79,6.09,4.79
0.29,0.77,0.87,0.19,0.38,1.54,3.49
1.15,2.05,0.5,0.04,0.22,5.2,3.7
3.93,9.59,0.3,1.36,1.76,0.54,0.11
0.12,0.02,1.39,3.75,4.33,3.53,0.64
0.43,1.23,1.33,4.1,3.66,0.91,6.7
7.24,2.24,4.02,1.98,0.86,2.53,2.76
0.43,0.77,8.47,1.51,1.16,1.79,4.7
10.82,1.99,2.53,2.43,1.82,2.87,4.38
0.42,0.83,0.46,1.9,4.6,4.69,0.33
0.37,2.76,5.32,0.28,0.64,4.05,2.54
1.07,2.21,3.38,2.6,1.56,1.78,3.06
4.83,2.2,8.73,1.92,2.42,3.95,0.26
2,4.65,2.39,2.04,1.52,2.36,2.1
7.81,4.39,1,3.47,1.9,1.37,2.08
3.31,1.51,1.5,1.13,1.03,1.33,4.49
2.12,0.24,2.91,1.63,3.28,0.46,1.43
5.4,5.92,3.1,7.06,1.82,1,10.93
1.48,0.82,0.24,0.06,1,2.53,3.96
4.48,4.78,8.95,6.07,8.76,4.66,2.22
1.25,0.22,0.76,2.34,2.02,10.22,2.57
2.23,1.57,2.19,0.68,2.2,0.81,6.02
1.46,1.46,0.48,4.07,1.76,3.8,7.38
1.04,1.84,4.29,9.06,3.34,0.38,0.26
0.48,0.45,0.17,0.19,0.16,0.14,1.9
0.18,0,0.26,2.79,5.52,4.25,1.9
2.81,0.86,0.86,5.91,5.12,0.72,5.39
7.99,1.02,0.29,0.05,0.27,1.22,2.81
5.4,1.9,1.27,4.7,11.85,2.43,0.1
0.24,1.66,4,0.56,1.68,1.95,1.48
7.94,4.84,1.73,4.41,0.86,0.49,0.2
0.1,0.22,0.78,0.37,0.07,0.4,0.59
1.28,4.5,0.27,0.13,0.08,0.02,0.06
2.34,1.35,1.23,3.79,2.71,2.86,3.2
3.61,2.47,9.35,4.37,4.32,7.29,6.68
0.62,0.65,0.36,1.39,9.28,4.48,5.98
3.02,5.89,3.53,9.82,3.86,2.93,1.21
0.34,0.76,2.14,3.88,0.74,3.96,4.66
2.98,2.09,2.38,1.95,1.69,1.79,2.67
1.16,2.82,7.67,0.03,2.12,3.18,0.74
1.72,2.06,0.93,5.83,7.94,2.85,4.26
0.21,0.37,1.09,4.22,4.39,0.02,3
2.65,2.12,0.62,1.77,6.55,3.13,6.6
1.13,0.52,0.03,0.3,2.32,1.06,0.34
0.63,0.14,0.76,1.33,2.57,1.95,4.36
0.13,1.44,3.4,2.65,0.52,5.35,1.14
0.14,0.39,0.24,1.14,11.52,6.09,1.04
1.78,5.1,1.89,1.33,2.04,10.13,3.01
3.93,5.18,3.72,5.19,3.56,1.03,1.18
6.53,0.35,0.28,0.1,0.72,1,0.22
0.51,0.87,1.89,10.59,0.52,1.3,6.46
0.01,0.33,0.45,2.59,3.04,2.56,1.07
1.17,0.79,3.22,7.01,3.17,2.39,0.99
1.75,0.83,0.43,0.37,0.16,0.05,3.8
1.91,0.3,2.16,1.25,2.57,1.13,0.66
1.27,1.28,2.24,1.41,1.75,0.58,0.03
0.07,0.06,0.08,1.11,2.19,0.87,0.5
2.04,2.56,1.5,1.62,3.32,8.13,4.6
3.13,1.62,5.05,4.69,1.23,2.33,1.63
1.37,6.88,1.22,2.21,3.44,2.14,2.16
2.59,0.98,1.71,0.2,1.6,1.55,0.36
1.72,4.26,1.85,3.53,3.36,1.18,1.85
1.46,1.88,2.05,1.12,1.21,2.92,1.66
0.75,3.08,1.26,1.11,3.28,1.16,2.26
5.17,8.71,1.1,1.27,3.76,2.52,2.07
1.24,2.71,2.19,1.1,1.05,1.21,1.1
1.99,1.87,2.44,4.17,2.49,4.8,1.59
2.36,3.97,1.1,2.83,3.46,1.55,0.83
0.98,1.05,1.55,1.95,0.56,0.41,5.39
4,1.01,0.16,0.43,0.82,1.58,0.42
0.69,1.13,1.31,4.18,10.37,1.9,3.24
3.54,0.66,0.36,0.05,0.81,11.28,2.45
0.44,0.43,0.03,0.44,0.12,0.47,12.77
7.04,0.92,1.72,0.61,1.4,2.96,0.5
3.43,1.47,6.7,0.77,0.06,0.08,2.85
3.89,7.67,3.31,3.35,0.36,1.54,7.28
0.64,8.01,3.03,0.34,2.6,0.06,0.03
0.24,0.48,0.6,1.48,0.05,0.39,0.47
1.09,2.12,1.91,2.73,5.35,9.65,4.96
2.91,2.55,0.97,1.51,0.24,0.01,0.46
2.74,0.69,0.27,2.65,7.26,0.55,0.38
1.91,0.44,0.82,0.26,0.51,0.74,1.23
0.64,0.1,1.55,3.22,3.89,2.02,0.24
4.03,3,0.92,0.04,0.11,0.85,3.35
0.17,0.82,7.87,5.52,1.65,0.45,1.42
3.65,3.13,1.42,0.67,0.22,1.05,0.84
0.56,2.05,0.67,4.36,4.76,6.64,9.53
2.19,2.54,0.18,0.23,0.36,3.95,4.78
0.88,2.64,11.91,5.45,8.31,3.47,0.83
2.2,1.67,5.55,7.7,5.43,1.41,0.13
0.17,4.5,4.67,2.13,2.49,2.76,3.05
2.85,2.1,2.78,1.52,0.84,0.15,1.02
5.99,1.25,0,0.61,2.63,5.07,2.91
11.19,0.38,1.42,3.02,6.17,7.12,2.84
4.01,4.35,5.48,5.92,3.64,0.7,2.46
1.69,0.91,17.09,2.94,1.41,3.66,2.39
9.85,2.73,3.95,0.68,2.89,3.51,6.49
4.26,4.21,1.8,5.04,4.63,2.27,1.37
4.04,0.82,0.51,0.9,8.68,12.27,0.76
3.54,5.26,10.16,0.63,3.54,6.19,1.51
4.45,7.95,7.2,0.81,0.51,0.62,13.81
8.38,10.74,2.43,1.59,2.18,4.04,10.41
2.61,0.26,1.29,2.9,1.1,2.07,14.65
3.07,1.97,7.13,2.11,0.47,1.12,3.17
0.93,1.08,0.44,0.53,0.79,1.5,0.37
0.06,0.02,0.4,0.55,0.56,0.01,0.04
0.34,1.44,1.43,1.18,5.59,0.98,0.28
1.39,9.12,2.85,7.59,12.56,3.13,1.82
0.99,0.44,3.18,8.38,3.03,1.62,1.18
9.75,2,0.27,5.22,1.04,5.34,2.28
3.44,0.81,0.6,5.64,7.84,1.44,0.78
0.93,9.95,4.08,2.17,10.35,4.63,0.69
3.52,4.12,8.49,5.13,0.2,0.26,1.16
3.98,2.85,6.48,4.71,0.87,0.67,4.82
3.09,1.33,0.78,3.66,0.91,0.75,0.32
6.65,3,1.52,0.72,1.23,1.53,4.1
12.07,4.26,1.72,3.3,0.8,2.57,1.78
0.49,0.56,4.35,0.7,0.45,6.08,0.9
0.25,0.4,4.24,8.34,14.4,2.12,0.88
0.32,0.64,1.29,1.08,0.73,0.42,1.95
2.45,1.75,0.88,0.04,0.06,0.9,0.9
0.37,0.33,0.61,0.75,1.23,0.93,0.99
0.33,0.51,0.15,0.5,1.05,1.57,0.98
0.42,0.47,0.52,0.1,0.12,1.37,0.37
0.38,0.13,0.14,0.23,0.94,0.29,1.21
0.11,2.92,8.1,0.75,0.33,0.38,3.01
2.25,5.79,5.65,2.63,0.38,0.02,1.38
3.36,1.75,1.13,0.17,0.7,7.56,2.37
2.06,1.31,4.04,0.75,6.88,1.25,0.36
2.55,7.45,5.55,1.06,0.92,0.61,0.22
0.17,0.06,2.89,4.6,6.4,0.38,0
0.2,0.03,0.06,0.19,0.53,0.12,0.07
0.14,0.21,0.12,0.25,1.1,1.6,0.72
0.65,10.05,2.8,1.4,3.8,5.51,6.17
6.23,1.95,0.46,1.2,0.55,1.59,6.56
0.45,0.37,0.75,0.77,1.15,5.17,0.69
1.87,6.17,5.17,4.05,4.9,0.64,0.42
3.6,1.25,3.81,6.78,2.83,1.43,2.37
2.47,11.91,0.93,0.06,0.42,1.48,3.42
2.1,2.37,1.71,3.59,1.19,0.56,3.42
4.89,4.57,4.11,1.2,1.09,0.29,0.93
0.87,1.33,0.91,0.94,2.28,4.56,3.21
3.87,0.49,0.3,3.3,3.53,3.26,1.01
0.14,3.01,2.34,3.47,1.63,2.91,5.15
2.58,1.17,2.45,7.19,1.52,3.98,4.16
1.23,1.71,1.36,10.21,3.77,0.88,0.66
0.28,2.89,4.89,2.68,0.7,0.5,0.44
0.58,2.75,7,9.13,1.76,2.64,6.24
0.18,2.88,0.74,7.34,5.21,1,0.23
4.89,7.15,2.47,0.54,0.55,4.52,4.52
1.3,0.58,1.98,2.99,1.74,1.12,1.61
7.03,7.67,1.61,3.6,17.74,3.51,2.21
3.61,8.98,0.92,4.49,1.93,0.03,0.11
0.42,0.41,2.55,4.53,1.34,2.15,8.17
1.4,3.09,10.07,3.63,5.23,6.06,1.47
0.33,0.31,0.06,2.74,4.35,1.43,2.81
1.59,1.17,0.62,2.22,1.23,0.13,0.48
